Perimeter;Major_Axis_Length;Minor_Axis_Length;Eccentricity;Convex_Area;Extent;Class
49;20;87;90;1458;57;Cammeo
48;20;89;89;1457;70;Cammeo
49;21;83;92;1441;76;Cammeo
49;20;88;90;1451;75;Cammeo
48;20;88;90;1434;58;Cammeo
48;20;89;89;1447;59;Cammeo
49;20;89;90;1452;76;Cammeo
47;18;101;82;1470;70;Osmancik
48;20;90;89;1442;59;Cammeo
48;19;91;89;1445;58;Cammeo
48;20;86;91;1437;76;Cammeo
48;20;89;89;1449;60;Cammeo
50;21;85;91;1471;62;Cammeo
47;19;93;87;1445;60;Cammeo
48;19;92;88;1455;77;Osmancik
48;20;91;89;1446;72;Cammeo
48;20;87;90;1441;54;Cammeo
48;20;87;90;1442;59;Cammeo
48;20;89;89;1441;58;Cammeo
48;20;88;90;1441;76;Cammeo
49;20;87;90;1438;60;Cammeo
50;21;83;92;1439;60;Cammeo
48;20;90;89;1451;59;Cammeo
51;22;83;92;1467;54;Cammeo
48;20;88;90;1440;55;Cammeo
48;20;89;89;1447;61;Cammeo
48;20;87;90;1442;64;Cammeo
47;19;92;88;1453;60;Cammeo
49;19;92;88;1472;59;Osmancik
48;20;91;89;1456;76;Osmancik
48;20;90;89;1453;71;Cammeo
49;20;86;91;1449;55;Cammeo
48;20;89;89;1455;71;Cammeo
49;21;87;91;1450;61;Cammeo
48;20;89;90;1441;56;Cammeo
48;20;90;89;1464;56;Cammeo
48;21;85;91;1448;68;Cammeo
48;20;91;89;1452;61;Cammeo
48;20;89;89;1463;77;Cammeo
49;20;87;90;1466;56;Cammeo
48;20;89;89;1450;75;Cammeo
48;20;90;89;1450;57;Cammeo
47;19;92;88;1442;59;Osmancik
48;20;90;89;1444;64;Cammeo
49;21;85;91;1448;66;Cammeo
49;20;88;90;1446;57;Cammeo
49;20;88;90;1452;68;Cammeo
48;20;88;90;1445;74;Cammeo
50;21;86;91;1470;52;Cammeo
49;20;89;89;1462;71;Cammeo
50;21;87;91;1468;68;Cammeo
48;20;90;89;1454;65;Cammeo
49;21;87;90;1454;64;Cammeo
48;19;92;88;1459;79;Cammeo
48;19;92;88;1469;61;Cammeo
48;21;86;91;1445;74;Cammeo
48;20;91;88;1463;59;Cammeo
49;20;91;89;1465;56;Cammeo
49;20;91;89;1462;56;Cammeo
48;20;90;89;1452;62;Cammeo
50;21;86;91;1464;62;Cammeo
49;20;88;90;1460;56;Cammeo
49;20;87;90;1473;70;Cammeo
50;20;88;90;1473;61;Cammeo
49;20;88;90;1476;69;Cammeo
49;20;90;89;1477;73;Cammeo
48;20;89;90;1463;66;Cammeo
48;20;91;88;1462;75;Cammeo
48;20;88;90;1448;60;Cammeo
48;20;91;89;1458;61;Cammeo
50;21;85;91;1473;70;Cammeo
48;20;88;90;1451;58;Cammeo
49;21;87;90;1454;80;Cammeo
48;20;89;89;1452;57;Cammeo
49;21;85;91;1455;65;Cammeo
48;20;88;90;1446;54;Cammeo
49;20;88;90;1470;58;Cammeo
49;21;85;91;1448;54;Cammeo
48;20;90;89;1459;63;Cammeo
49;21;86;91;1467;70;Cammeo
48;20;91;88;1465;71;Cammeo
50;21;85;91;1461;54;Cammeo
48;20;88;90;1457;79;Cammeo
48;19;93;87;1461;58;Cammeo
48;20;89;90;1454;70;Cammeo
51;22;81;93;1473;51;Cammeo
48;20;90;89;1466;60;Cammeo
48;20;91;89;1452;55;Cammeo
48;20;91;89;1457;75;Cammeo
50;21;87;91;1477;54;Cammeo
49;20;87;90;1459;60;Cammeo
48;21;86;91;1448;57;Cammeo
49;20;88;90;1469;65;Cammeo
49;20;88;90;1463;57;Cammeo
48;19;94;87;1466;58;Cammeo
48;20;88;90;1469;79;Cammeo
48;20;89;89;1462;57;Cammeo
48;20;88;90;1453;75;Cammeo
48;20;90;89;1473;56;Cammeo
49;20;89;90;1481;80;Cammeo
47;19;94;87;1458;76;Cammeo
49;20;89;90;1462;56;Cammeo
49;21;86;91;1458;56;Cammeo
49;20;90;89;1462;57;Cammeo
48;19;94;87;1482;75;Cammeo
48;20;89;90;1458;81;Cammeo
49;20;87;90;1470;61;Cammeo
50;21;87;91;1461;54;Cammeo
49;21;86;91;1472;66;Cammeo
49;20;90;89;1483;56;Cammeo
49;20;89;90;1477;55;Cammeo
49;20;89;90;1485;70;Cammeo
50;21;83;92;1463;74;Cammeo
49;20;90;89;1481;62;Cammeo
49;20;89;90;1486;66;Cammeo
47;19;94;87;1470;60;Cammeo
49;20;88;90;1465;59;Cammeo
49;21;86;91;1467;66;Cammeo
47;18;97;85;1457;65;Osmancik
48;20;91;89;1465;56;Cammeo
49;20;88;90;1465;57;Cammeo
50;22;82;92;1469;53;Cammeo
49;20;90;89;1482;65;Cammeo
50;21;88;90;1472;54;Cammeo
47;20;90;89;1460;59;Cammeo
49;21;88;90;1466;60;Cammeo
49;21;87;90;1462;57;Cammeo
49;21;87;91;1480;64;Cammeo
49;21;87;91;1459;62;Cammeo
49;20;89;90;1467;60;Cammeo
49;20;91;89;1480;64;Cammeo
49;21;87;91;1483;79;Cammeo
49;20;90;89;1476;57;Cammeo
49;21;86;91;1460;77;Cammeo
49;21;85;91;1458;53;Cammeo
48;21;87;90;1465;78;Cammeo
48;20;92;88;1484;60;Cammeo
49;21;88;90;1463;54;Cammeo
48;20;93;88;1471;61;Cammeo
48;19;96;86;1487;68;Cammeo
48;20;91;89;1460;71;Cammeo
49;20;89;90;1470;59;Cammeo
51;22;83;92;1478;59;Cammeo
48;20;89;90;1465;79;Cammeo
48;20;90;89;1474;76;Cammeo
48;20;91;89;1467;74;Cammeo
49;20;88;90;1471;57;Cammeo
48;20;92;88;1478;58;Cammeo
47;19;93;87;1464;65;Cammeo
49;20;89;90;1470;59;Cammeo
50;21;88;90;1482;57;Cammeo
47;19;94;87;1466;66;Osmancik
48;20;91;89;1475;67;Cammeo
49;20;90;90;1467;65;Cammeo
48;19;93;88;1478;75;Cammeo
49;20;91;89;1490;62;Cammeo
50;21;86;91;1488;65;Cammeo
48;20;90;89;1471;62;Cammeo
50;22;83;92;1470;54;Cammeo
49;21;88;90;1492;55;Cammeo
49;21;87;91;1480;64;Cammeo
48;20;92;88;1475;62;Cammeo
48;20;92;88;1482;70;Cammeo
47;20;92;88;1466;78;Cammeo
49;20;89;90;1484;57;Cammeo
48;20;90;89;1486;61;Cammeo
48;20;90;89;1470;64;Cammeo
49;20;91;89;1486;78;Cammeo
49;21;87;91;1461;57;Cammeo
49;20;91;89;1481;79;Cammeo
49;21;88;90;1491;77;Cammeo
49;21;89;90;1480;54;Cammeo
49;20;91;89;1477;57;Cammeo
49;20;89;90;1481;66;Cammeo
48;20;92;88;1477;64;Cammeo
49;21;87;91;1472;79;Cammeo
49;21;88;90;1486;67;Cammeo
47;19;93;87;1466;60;Cammeo
48;20;91;89;1471;74;Cammeo
48;20;91;89;1469;67;Cammeo
49;20;91;89;1488;65;Cammeo
49;21;86;91;1485;74;Cammeo
48;20;90;89;1470;65;Cammeo
48;20;89;90;1472;61;Cammeo
48;20;89;90;1465;57;Cammeo
50;20;90;90;1489;55;Cammeo
49;20;92;88;1473;58;Cammeo
48;20;91;89;1480;67;Cammeo
49;21;85;91;1472;57;Cammeo
46;19;97;86;1468;76;Cammeo
47;20;92;88;1469;71;Cammeo
47;19;96;86;1481;63;Cammeo
48;20;90;89;1478;56;Cammeo
48;20;92;88;1482;64;Cammeo
51;21;86;91;1491;53;Cammeo
49;21;88;90;1474;64;Cammeo
48;20;91;89;1482;63;Cammeo
49;21;88;90;1484;61;Cammeo
50;21;84;92;1480;54;Cammeo
48;20;90;89;1483;75;Cammeo
49;20;93;88;1505;65;Osmancik
49;21;86;91;1471;58;Cammeo
50;21;85;92;1486;61;Cammeo
50;21;87;91;1489;55;Cammeo
49;20;90;89;1483;58;Cammeo
49;21;88;90;1483;55;Cammeo
51;21;87;91;1495;52;Cammeo
49;20;89;90;1483;73;Cammeo
49;21;88;90;1481;68;Cammeo
48;19;95;87;1497;59;Cammeo
49;20;92;89;1487;74;Cammeo
49;20;90;90;1493;59;Cammeo
49;21;85;91;1471;53;Cammeo
49;20;91;89;1484;61;Cammeo
48;19;93;88;1480;61;Cammeo
48;20;90;89;1479;59;Cammeo
47;19;97;86;1479;62;Cammeo
48;20;93;88;1492;68;Cammeo
49;20;90;89;1491;57;Cammeo
48;19;95;87;1487;65;Cammeo
48;19;95;87;1493;64;Cammeo
50;21;86;91;1498;54;Cammeo
49;20;92;89;1489;75;Cammeo
49;20;89;90;1474;55;Cammeo
49;21;87;91;1482;62;Cammeo
49;20;90;89;1478;59;Cammeo
48;19;93;88;1484;61;Cammeo
48;20;90;89;1485;58;Cammeo
50;20;90;89;1496;55;Cammeo
48;20;89;90;1481;77;Cammeo
49;20;91;89;1496;73;Cammeo
49;20;91;89;1490;56;Cammeo
49;21;87;91;1476;71;Cammeo
48;20;93;88;1486;67;Cammeo
49;20;89;90;1497;63;Cammeo
50;21;89;90;1498;68;Cammeo
49;20;89;90;1498;77;Cammeo
48;20;92;89;1486;70;Osmancik
49;20;91;89;1511;59;Cammeo
49;20;90;90;1492;56;Cammeo
50;21;86;91;1480;80;Cammeo
46;18;100;83;1489;65;Cammeo
48;20;92;88;1488;58;Cammeo
48;20;90;89;1483;60;Cammeo
49;21;88;90;1492;62;Cammeo
49;20;89;90;1484;65;Cammeo
48;20;91;89;1487;78;Cammeo
48;19;95;87;1497;77;Cammeo
48;20;91;89;1489;79;Cammeo
49;20;91;89;1492;60;Cammeo
49;21;88;90;1492;64;Cammeo
50;21;88;91;1492;53;Cammeo
49;21;89;90;1485;66;Cammeo
49;21;88;90;1488;57;Cammeo
49;21;88;90;1483;74;Cammeo
50;21;86;91;1499;66;Cammeo
47;19;97;86;1481;62;Cammeo
50;21;85;91;1482;58;Cammeo
50;21;90;90;1512;63;Cammeo
49;21;89;90;1495;65;Cammeo
48;20;93;88;1484;65;Osmancik
49;20;91;89;1483;71;Cammeo
49;20;90;89;1495;63;Cammeo
49;20;89;90;1497;61;Cammeo
49;21;88;90;1493;72;Cammeo
50;21;89;90;1517;68;Cammeo
48;20;94;88;1484;60;Cammeo
49;20;91;89;1508;58;Cammeo
49;20;91;89;1497;73;Cammeo
49;21;88;90;1492;54;Cammeo
49;20;92;89;1507;57;Cammeo
50;21;88;90;1499;58;Cammeo
49;20;92;89;1509;60;Cammeo
49;20;90;90;1497;64;Cammeo
50;21;87;91;1495;69;Cammeo
49;20;90;90;1489;71;Cammeo
50;21;90;90;1511;58;Cammeo
50;21;90;90;1503;62;Cammeo
48;20;93;88;1488;64;Cammeo
51;22;85;92;1499;63;Cammeo
48;20;93;88;1488;59;Cammeo
49;21;88;90;1503;76;Cammeo
49;21;87;91;1490;80;Cammeo
49;20;94;88;1518;60;Cammeo
49;20;91;89;1507;61;Cammeo
48;20;93;88;1489;64;Cammeo
47;18;99;84;1504;64;Osmancik
49;20;91;89;1504;68;Cammeo
49;20;91;89;1503;56;Cammeo
49;19;95;87;1531;61;Cammeo
48;20;92;88;1493;65;Cammeo
49;20;90;90;1506;64;Cammeo
50;21;87;91;1500;58;Cammeo
49;20;91;89;1509;61;Cammeo
50;21;86;92;1515;55;Cammeo
49;20;90;90;1494;70;Cammeo
49;20;93;88;1506;61;Cammeo
50;21;89;90;1500;55;Cammeo
49;21;90;90;1497;56;Cammeo
50;21;89;90;1526;64;Cammeo
50;21;88;90;1506;58;Cammeo
48;19;94;88;1503;60;Cammeo
50;21;88;90;1508;54;Cammeo
49;20;90;89;1507;59;Cammeo
50;21;87;91;1505;70;Cammeo
50;21;89;90;1507;59;Cammeo
51;22;85;92;1494;52;Cammeo
48;20;91;89;1504;63;Cammeo
50;21;87;91;1510;80;Cammeo
49;21;89;90;1492;73;Cammeo
49;20;91;89;1516;59;Cammeo
50;20;91;89;1511;57;Cammeo
49;21;89;90;1509;79;Cammeo
49;20;91;89;1507;70;Cammeo
49;20;93;89;1502;57;Cammeo
49;20;92;89;1501;57;Osmancik
47;19;97;86;1508;63;Cammeo
49;20;90;90;1513;61;Cammeo
48;19;96;86;1500;65;Cammeo
49;20;91;89;1500;58;Cammeo
49;21;90;90;1517;78;Cammeo
50;21;86;91;1503;68;Cammeo
49;21;89;90;1503;55;Cammeo
50;22;85;92;1499;79;Cammeo
50;21;88;91;1507;76;Cammeo
49;20;90;90;1512;55;Cammeo
48;19;95;87;1504;60;Cammeo
48;20;94;88;1496;78;Cammeo
49;21;88;91;1495;55;Cammeo
48;20;92;89;1498;80;Cammeo
49;21;89;90;1505;81;Cammeo
49;20;93;88;1515;63;Osmancik
49;20;95;88;1512;60;Cammeo
51;21;86;91;1502;53;Cammeo
50;20;92;89;1516;58;Cammeo
48;20;92;89;1500;78;Cammeo
49;20;91;89;1510;70;Cammeo
49;21;90;90;1519;65;Cammeo
49;21;90;90;1515;58;Cammeo
47;19;98;86;1497;61;Osmancik
48;20;94;88;1500;72;Cammeo
50;21;89;90;1517;73;Cammeo
49;20;90;90;1506;79;Cammeo
48;19;95;87;1504;65;Cammeo
49;20;92;89;1506;74;Cammeo
49;20;92;89;1532;69;Cammeo
50;21;90;90;1504;66;Cammeo
50;21;89;90;1520;68;Cammeo
49;21;89;90;1500;80;Cammeo
50;21;88;90;1512;79;Cammeo
49;20;91;90;1520;62;Cammeo
49;21;89;90;1509;57;Cammeo
48;20;93;88;1509;78;Cammeo
50;21;89;90;1559;70;Cammeo
49;21;90;90;1511;65;Cammeo
49;21;88;90;1507;78;Cammeo
48;19;95;87;1516;70;Cammeo
51;21;87;91;1509;54;Cammeo
50;21;88;91;1511;54;Cammeo
49;20;92;89;1519;58;Cammeo
50;21;90;90;1511;56;Cammeo
50;21;89;90;1527;79;Cammeo
48;19;97;87;1526;63;Cammeo
49;20;91;89;1520;57;Cammeo
49;21;90;90;1511;59;Cammeo
49;20;92;89;1519;72;Cammeo
51;22;86;91;1515;56;Cammeo
49;21;89;90;1514;57;Cammeo
49;21;91;89;1527;77;Cammeo
51;21;86;91;1517;54;Cammeo
49;20;90;90;1503;57;Cammeo
49;20;90;90;1509;60;Cammeo
49;20;95;88;1519;59;Cammeo
49;20;91;89;1509;79;Cammeo
49;20;91;89;1507;55;Cammeo
49;20;91;89;1516;60;Cammeo
49;21;91;90;1526;68;Cammeo
50;21;90;90;1516;78;Cammeo
50;21;91;90;1527;62;Cammeo
51;22;86;92;1516;56;Cammeo
50;21;88;91;1531;54;Cammeo
51;22;86;91;1515;53;Cammeo
50;21;89;91;1537;79;Cammeo
51;22;85;92;1513;57;Cammeo
49;21;88;90;1507;69;Cammeo
50;21;89;90;1512;58;Cammeo
49;21;91;90;1532;58;Cammeo
51;21;88;91;1555;71;Cammeo
51;21;88;91;1525;72;Cammeo
49;20;92;89;1520;60;Cammeo
48;20;95;88;1522;67;Cammeo
49;20;92;89;1519;59;Cammeo
50;21;88;91;1512;77;Cammeo
49;20;94;88;1523;60;Cammeo
51;21;88;91;1519;79;Cammeo
50;21;89;90;1520;57;Cammeo
48;20;93;88;1506;76;Cammeo
49;21;91;90;1519;57;Cammeo
48;20;92;89;1506;61;Cammeo
50;21;90;90;1523;57;Cammeo
50;21;87;91;1512;57;Cammeo
49;20;93;89;1522;58;Cammeo
49;19;96;87;1534;61;Cammeo
49;21;91;89;1522;60;Cammeo
50;20;93;89;1534;58;Cammeo
48;20;94;88;1511;79;Cammeo
50;21;90;90;1527;59;Cammeo
50;20;91;89;1533;65;Cammeo
49;20;92;89;1513;59;Cammeo
50;21;87;91;1533;71;Cammeo
50;21;88;91;1515;65;Cammeo
49;21;90;90;1515;59;Cammeo
49;20;92;89;1532;76;Cammeo
51;22;86;92;1521;69;Cammeo
49;20;92;89;1513;60;Cammeo
50;21;88;91;1530;69;Cammeo
50;21;91;90;1518;64;Cammeo
50;21;90;90;1539;59;Cammeo
49;21;90;90;1526;79;Cammeo
49;21;90;90;1524;62;Cammeo
50;20;92;89;1536;61;Cammeo
48;20;94;88;1520;78;Osmancik
48;20;95;87;1519;65;Cammeo
48;20;94;88;1525;60;Cammeo
50;20;92;89;1533;63;Cammeo
50;20;91;89;1525;62;Cammeo
49;20;96;87;1530;61;Cammeo
51;22;84;92;1514;81;Cammeo
49;20;95;88;1535;73;Cammeo
50;21;89;90;1536;56;Cammeo
49;20;93;89;1542;57;Cammeo
48;20;94;88;1518;61;Cammeo
50;21;88;91;1522;72;Cammeo
50;21;90;90;1522;81;Cammeo
50;21;88;91;1536;56;Cammeo
49;20;93;88;1519;67;Cammeo
50;21;90;90;1534;65;Cammeo
50;21;88;91;1523;70;Cammeo
49;20;91;89;1519;76;Cammeo
51;21;88;91;1523;57;Cammeo
48;19;96;87;1514;61;Osmancik
50;21;89;90;1521;67;Cammeo
48;20;94;88;1515;77;Cammeo
49;20;93;89;1538;58;Cammeo
49;20;92;89;1515;78;Cammeo
51;22;87;91;1543;74;Cammeo
51;22;87;91;1526;54;Cammeo
49;20;92;89;1528;63;Cammeo
50;20;92;89;1547;72;Cammeo
49;21;90;90;1521;64;Cammeo
50;21;91;90;1548;63;Cammeo
50;21;89;90;1536;73;Cammeo
50;21;88;91;1532;55;Cammeo
51;21;88;91;1541;62;Cammeo
49;21;90;90;1524;58;Cammeo
49;20;94;88;1527;58;Cammeo
48;19;98;86;1539;76;Cammeo
50;21;90;90;1531;56;Cammeo
50;21;89;90;1516;55;Cammeo
50;21;89;90;1524;55;Cammeo
49;21;89;91;1527;82;Cammeo
49;21;90;90;1529;79;Cammeo
50;21;88;91;1527;71;Cammeo
50;21;92;89;1543;58;Cammeo
50;21;88;91;1531;73;Cammeo
50;21;91;90;1537;61;Cammeo
50;21;88;91;1538;59;Cammeo
50;21;91;90;1528;72;Cammeo
49;20;94;88;1538;57;Cammeo
50;20;91;89;1539;71;Cammeo
48;19;97;86;1527;62;Cammeo
50;21;89;91;1543;60;Cammeo
50;20;92;89;1545;57;Cammeo
50;21;90;90;1537;69;Cammeo
50;21;91;90;1541;70;Cammeo
49;20;94;88;1541;58;Cammeo
50;20;93;89;1546;59;Cammeo
50;21;88;91;1536;68;Cammeo
49;20;96;88;1551;70;Cammeo
49;20;93;89;1532;71;Cammeo
49;19;99;86;1558;78;Osmancik
50;21;91;90;1551;72;Cammeo
50;21;91;90;1543;55;Cammeo
50;21;92;89;1540;64;Cammeo
49;20;97;87;1557;68;Cammeo
51;22;87;91;1539;55;Cammeo
48;20;95;88;1526;79;Cammeo
49;20;93;88;1547;61;Cammeo
49;20;94;88;1553;72;Cammeo
50;21;91;90;1540;78;Cammeo
50;20;92;89;1561;73;Cammeo
51;21;92;90;1553;56;Cammeo
51;21;89;91;1550;54;Cammeo
50;21;90;90;1549;57;Cammeo
50;21;89;91;1534;66;Cammeo
51;22;86;92;1529;79;Cammeo
50;21;89;90;1532;60;Cammeo
48;20;94;88;1532;78;Cammeo
49;20;94;88;1537;65;Cammeo
49;20;97;87;1541;72;Osmancik
51;22;87;92;1545;65;Cammeo
50;21;91;90;1561;72;Cammeo
50;21;91;90;1547;78;Cammeo
51;22;85;92;1537;63;Cammeo
50;20;93;89;1549;70;Cammeo
49;21;91;90;1537;71;Cammeo
50;21;89;91;1535;59;Cammeo
50;20;93;89;1565;57;Cammeo
51;22;88;91;1546;52;Cammeo
50;20;94;89;1547;59;Cammeo
49;20;93;89;1540;76;Cammeo
50;21;89;91;1539;54;Cammeo
50;21;90;90;1549;75;Cammeo
50;20;93;89;1555;56;Cammeo
50;20;94;89;1562;57;Cammeo
50;21;91;90;1546;62;Cammeo
50;21;92;90;1560;60;Cammeo
51;21;90;90;1563;53;Cammeo
51;21;91;90;1571;58;Cammeo
50;21;91;90;1551;70;Cammeo
49;20;93;89;1554;76;Cammeo
51;21;90;91;1562;68;Cammeo
50;21;92;89;1559;57;Cammeo
51;21;89;91;1559;70;Cammeo
50;20;93;89;1558;60;Cammeo
51;21;91;90;1568;65;Cammeo
49;20;93;89;1554;64;Cammeo
50;21;92;90;1546;70;Cammeo
50;21;91;90;1547;79;Cammeo
51;22;88;91;1545;62;Cammeo
50;21;91;90;1543;58;Cammeo
50;21;91;90;1547;62;Cammeo
51;21;89;91;1563;78;Cammeo
50;20;93;89;1562;67;Cammeo
50;21;92;89;1549;56;Cammeo
49;20;93;89;1541;62;Cammeo
50;21;92;90;1546;76;Cammeo
49;21;91;90;1542;71;Cammeo
49;21;92;89;1552;74;Cammeo
48;20;94;88;1541;76;Cammeo
50;21;91;90;1546;62;Cammeo
51;21;90;90;1553;56;Cammeo
49;21;91;90;1539;56;Cammeo
51;22;89;91;1565;63;Cammeo
49;20;94;88;1551;70;Cammeo
50;20;94;89;1555;57;Cammeo
50;21;91;90;1568;66;Cammeo
51;22;89;91;1549;55;Cammeo
51;21;92;90;1568;63;Cammeo
50;20;96;88;1559;79;Cammeo
50;20;93;89;1550;73;Cammeo
52;22;85;92;1561;57;Cammeo
50;21;90;90;1560;59;Cammeo
49;20;94;89;1556;76;Cammeo
51;22;87;91;1568;65;Cammeo
49;20;93;89;1548;73;Cammeo
50;21;89;91;1552;54;Cammeo
51;21;91;90;1560;54;Cammeo
50;21;90;91;1555;73;Cammeo
50;21;92;89;1558;78;Cammeo
50;20;94;89;1559;59;Cammeo
50;21;92;90;1549;57;Cammeo
49;20;93;89;1544;57;Cammeo
50;21;91;90;1549;57;Cammeo
50;20;95;88;1571;60;Cammeo
50;21;93;89;1563;74;Cammeo
51;22;88;91;1562;56;Cammeo
49;21;92;89;1547;80;Cammeo
51;21;93;89;1566;69;Cammeo
50;21;90;91;1558;66;Cammeo
50;21;93;89;1557;57;Cammeo
50;21;92;89;1568;64;Cammeo
51;21;91;90;1570;58;Cammeo
49;20;94;88;1551;66;Cammeo
51;22;88;91;1569;66;Cammeo
50;20;94;89;1558;75;Cammeo
50;20;96;88;1560;78;Cammeo
51;21;89;91;1551;54;Cammeo
51;22;89;91;1569;53;Cammeo
50;20;94;89;1574;62;Cammeo
52;22;87;92;1583;51;Cammeo
48;19;100;86;1562;67;Cammeo
51;21;90;91;1572;76;Cammeo
50;21;91;90;1569;70;Cammeo
50;20;94;89;1581;57;Cammeo
51;21;91;90;1574;54;Cammeo
51;21;90;91;1564;71;Cammeo
50;21;90;91;1553;81;Cammeo
48;19;102;84;1576;71;Cammeo
50;20;95;88;1568;58;Cammeo
50;20;93;89;1561;58;Cammeo
50;21;89;91;1559;58;Cammeo
50;21;93;89;1562;76;Cammeo
50;21;92;89;1560;79;Cammeo
49;20;96;88;1575;66;Cammeo
50;21;94;89;1575;75;Cammeo
51;22;89;91;1566;64;Cammeo
50;21;93;89;1574;56;Cammeo
50;21;94;89;1564;79;Cammeo
50;20;94;89;1570;64;Cammeo
49;20;95;88;1566;61;Cammeo
49;21;92;90;1558;81;Cammeo
48;20;98;86;1561;77;Cammeo
52;22;86;92;1575;67;Cammeo
51;21;91;90;1578;59;Cammeo
49;20;96;88;1563;73;Cammeo
50;21;93;89;1574;74;Cammeo
50;21;94;89;1572;58;Cammeo
52;22;87;92;1575;57;Cammeo
51;21;92;90;1578;77;Cammeo
51;21;93;89;1593;69;Cammeo
51;21;93;90;1575;79;Cammeo
49;20;97;87;1576;61;Cammeo
50;21;91;90;1569;63;Cammeo
49;20;95;88;1574;62;Cammeo
50;20;94;89;1577;58;Cammeo
50;20;96;88;1580;58;Osmancik
51;21;91;90;1588;77;Cammeo
51;21;94;89;1598;73;Cammeo
52;22;88;91;1584;70;Cammeo
51;22;90;91;1577;78;Cammeo
50;20;95;88;1577;58;Cammeo
50;21;93;89;1588;78;Cammeo
51;21;91;90;1585;58;Cammeo
50;21;93;89;1581;58;Cammeo
51;22;89;91;1586;54;Cammeo
51;22;90;91;1573;82;Cammeo
51;21;91;90;1575;78;Cammeo
49;20;98;87;1576;66;Cammeo
50;21;94;89;1579;67;Cammeo
50;21;94;89;1592;68;Cammeo
49;20;97;87;1568;60;Cammeo
50;20;96;88;1596;60;Cammeo
51;21;92;90;1591;57;Cammeo
50;21;93;89;1572;81;Cammeo
50;21;92;90;1586;59;Cammeo
52;22;89;91;1596;56;Cammeo
48;19;102;85;1571;65;Cammeo
50;20;95;89;1595;57;Cammeo
50;21;94;89;1578;77;Cammeo
51;21;91;90;1593;58;Cammeo
50;20;96;88;1599;59;Cammeo
52;22;90;91;1618;70;Cammeo
51;21;92;90;1608;63;Cammeo
50;21;94;89;1597;65;Cammeo
51;21;92;90;1601;65;Cammeo
51;21;93;89;1590;56;Cammeo
51;21;91;90;1596;55;Cammeo
50;20;95;88;1586;59;Cammeo
50;21;94;89;1589;71;Cammeo
50;21;92;90;1578;80;Cammeo
51;21;93;90;1590;56;Cammeo
49;19;101;85;1593;62;Cammeo
50;20;97;88;1582;82;Cammeo
51;21;92;90;1578;60;Cammeo
50;21;94;89;1607;64;Cammeo
51;21;93;89;1594;69;Cammeo
51;21;94;89;1592;63;Cammeo
51;22;90;91;1590;77;Cammeo
50;21;93;90;1578;78;Cammeo
51;22;90;91;1598;78;Cammeo
52;22;90;91;1628;56;Cammeo
50;21;93;90;1581;77;Cammeo
50;21;92;90;1586;80;Cammeo
51;22;90;91;1590;55;Cammeo
51;21;92;90;1582;68;Cammeo
50;20;96;88;1590;68;Cammeo
50;21;91;90;1581;82;Cammeo
51;21;92;90;1605;77;Cammeo
51;21;93;90;1602;66;Cammeo
50;20;96;88;1603;76;Cammeo
50;20;99;87;1613;72;Cammeo
51;21;95;89;1602;58;Cammeo
50;20;96;88;1603;72;Cammeo
49;20;99;87;1588;68;Cammeo
50;21;93;90;1580;73;Cammeo
50;21;96;88;1597;57;Cammeo
51;21;93;89;1591;56;Cammeo
50;21;94;89;1592;74;Cammeo
49;20;96;88;1589;70;Cammeo
50;21;95;89;1585;78;Cammeo
51;21;95;89;1602;57;Cammeo
51;21;93;90;1608;56;Cammeo
48;19;101;86;1588;63;Cammeo
51;21;93;89;1596;77;Cammeo
51;21;93;90;1601;77;Cammeo
50;21;94;89;1600;57;Cammeo
50;20;97;88;1608;69;Cammeo
51;22;90;91;1594;78;Cammeo
51;21;94;89;1612;65;Cammeo
50;21;96;89;1601;57;Cammeo
52;22;90;91;1630;67;Cammeo
50;20;96;88;1604;59;Cammeo
49;20;96;88;1600;77;Cammeo
51;21;95;89;1625;60;Cammeo
51;21;92;90;1603;58;Cammeo
50;20;99;87;1607;73;Cammeo
51;21;96;89;1609;58;Cammeo
51;22;91;91;1602;60;Cammeo
52;22;88;92;1597;57;Cammeo
52;22;89;92;1599;56;Cammeo
49;20;96;88;1595;75;Cammeo
50;20;99;87;1617;75;Cammeo
51;21;94;90;1642;60;Cammeo
50;20;98;88;1615;58;Cammeo
50;20;99;87;1626;66;Cammeo
51;21;95;89;1625;60;Cammeo
51;21;92;90;1608;70;Cammeo
51;21;93;90;1611;56;Cammeo
51;21;95;89;1628;68;Cammeo
50;20;97;88;1620;61;Cammeo
51;21;92;90;1602;79;Cammeo
50;20;98;87;1612;61;Cammeo
51;21;92;90;1619;75;Cammeo
51;22;91;91;1604;57;Cammeo
51;21;92;90;1607;78;Cammeo
51;22;92;90;1607;81;Cammeo
52;22;90;91;1615;56;Cammeo
51;22;91;91;1602;55;Cammeo
51;21;93;90;1613;81;Cammeo
49;20;99;87;1609;73;Cammeo
50;21;96;88;1611;79;Cammeo
50;21;94;89;1605;80;Cammeo
52;21;92;90;1612;59;Cammeo
52;21;95;89;1632;61;Cammeo
51;22;92;90;1607;70;Cammeo
53;22;91;91;1633;58;Cammeo
50;21;97;88;1616;76;Cammeo
51;21;93;90;1610;69;Cammeo
50;21;94;89;1609;80;Cammeo
51;21;93;90;1628;57;Cammeo
51;21;94;89;1648;68;Cammeo
51;21;94;90;1624;55;Cammeo
51;21;96;89;1624;71;Cammeo
