Area;Perimeter;Major_Axis_Length;Minor_Axis_Length;Eccentricity;Convex_Area;Extent;Class
10297;397;160;82;85;10488;78;Osmancik
10821;418;176;79;89;10986;59;Osmancik
11393;415;164;88;84;11638;69;Osmancik
11901;436;174;88;86;12172;58;Osmancik
11759;429;169;89;84;12011;67;Osmancik
12573;444;180;89;86;12827;66;Osmancik
12325;454;192;82;90;12583;78;Osmancik
13443;459;188;92;87;13707;74;Osmancik
12171;431;174;90;85;12366;61;Osmancik
13580;460;192;90;88;13753;79;Osmancik
11681;422;174;85;86;11832;60;Osmancik
12110;421;164;94;81;12319;66;Osmancik
12666;453;191;85;89;12866;67;Osmancik
11623;427;178;83;88;11798;62;Osmancik
10727;406;168;81;87;10868;79;Osmancik
13683;461;189;93;87;13944;62;Osmancik
14142;470;180;101;82;14709;70;Osmancik
12808;466;197;83;90;13186;54;Osmancik
13923;462;189;94;86;14186;72;Osmancik
11488;416;170;86;86;11663;75;Osmancik
13347;461;193;88;88;13536;77;Osmancik
9741;430;180;71;91;10204;76;Osmancik
12708;437;174;93;84;12893;64;Osmancik
12448;443;187;85;88;12621;62;Osmancik
10719;418;175;78;89;10983;63;Osmancik
11353;418;169;86;86;11510;62;Osmancik
12382;453;190;83;89;12605;63;Osmancik
12657;455;189;85;89;12926;76;Osmancik
11232;427;180;80;89;11424;59;Osmancik
11206;427;171;84;86;11588;60;Osmancik
12278;453;184;86;88;12601;62;Osmancik
12547;434;174;92;84;12856;77;Osmancik
10910;445;190;73;92;11229;62;Osmancik
10213;430;187;69;92;10392;56;Osmancik
12557;443;177;91;85;12896;63;Osmancik
12193;436;182;85;88;12336;68;Osmancik
10577;402;162;83;85;10771;76;Osmancik
12095;444;186;83;89;12290;69;Osmancik
11879;446;187;81;90;12095;65;Osmancik
12784;448;186;88;88;12937;60;Osmancik
13172;450;178;95;84;13499;63;Osmancik
12532;454;186;87;88;12888;63;Osmancik
11962;429;175;87;86;12152;78;Osmancik
12890;462;190;87;88;13227;58;Osmancik
13328;462;187;91;87;13606;60;Osmancik
11811;427;170;89;85;12066;64;Osmancik
13426;460;187;91;87;13666;65;Osmancik
11511;438;182;81;89;11806;65;Osmancik
11810;444;187;80;90;11977;57;Osmancik
12974;460;192;86;89;13232;59;Osmancik
12726;455;188;86;88;13010;76;Osmancik
11644;444;186;80;90;11850;60;Osmancik
12317;442;179;88;86;12589;66;Osmancik
11711;423;175;85;87;11866;81;Osmancik
12604;452;182;89;87;12945;73;Osmancik
11929;439;177;87;86;12262;59;Osmancik
10911;424;173;81;88;11135;64;Osmancik
11585;428;171;87;86;11939;60;Osmancik
11492;419;165;89;84;11747;78;Osmancik
12434;450;176;91;85;12847;61;Osmancik
12503;446;177;91;85;12777;62;Osmancik
11665;430;172;87;86;11972;61;Osmancik
11183;414;170;83;87;11321;61;Osmancik
11850;440;178;86;87;12201;78;Osmancik
13410;464;186;93;86;13894;71;Osmancik
11031;421;172;82;87;11298;72;Osmancik
11757;441;182;82;89;11967;60;Osmancik
11199;421;170;85;86;11405;80;Osmancik
10326;427;174;77;89;10691;60;Osmancik
12831;446;181;90;86;13061;66;Osmancik
12085;431;168;92;83;12279;70;Osmancik
13012;466;196;85;90;13242;58;Osmancik
9236;394;160;74;88;9465;57;Osmancik
11679;417;170;87;85;11853;79;Osmancik
11145;421;170;84;86;11376;63;Osmancik
14414;476;194;94;87;14664;66;Osmancik
12876;448;179;92;85;13229;70;Osmancik
11840;432;175;86;87;12032;62;Osmancik
10457;402;157;85;84;10719;67;Osmancik
11243;419;168;86;85;11421;63;Osmancik
11080;424;175;81;88;11337;58;Osmancik
12908;462;185;89;87;13199;72;Osmancik
12308;436;174;90;85;12544;68;Osmancik
11831;428;167;92;83;12116;77;Osmancik
12025;447;184;84;89;12373;64;Osmancik
12758;451;180;91;86;13170;64;Osmancik
10702;409;160;85;84;10990;68;Osmancik
11732;441;176;86;87;12076;63;Osmancik
11898;420;166;92;83;12133;76;Osmancik
10187;404;160;82;85;10489;61;Osmancik
12205;438;174;90;85;12491;61;Osmancik
14186;490;198;92;88;14721;59;Osmancik
10497;417;169;80;88;10753;58;Osmancik
11884;434;172;89;85;12184;62;Osmancik
10952;421;176;79;89;11105;58;Osmancik
12792;443;179;92;85;13044;79;Osmancik
12512;454;186;86;88;12817;57;Osmancik
11814;424;172;87;86;11970;73;Osmancik
12376;455;188;85;89;12702;56;Osmancik
10917;420;176;80;89;11128;65;Osmancik
12293;445;181;87;87;12524;77;Osmancik
11191;431;184;78;90;11358;78;Osmancik
12364;442;175;91;85;12679;61;Osmancik
10651;411;167;82;86;10893;67;Osmancik
11515;425;177;83;88;11672;80;Osmancik
12670;462;190;86;89;13047;71;Osmancik
13166;465;195;86;89;13383;65;Osmancik
11501;428;180;81;89;11676;67;Osmancik
11303;423;173;83;87;11527;61;Osmancik
11508;429;178;83;88;11772;78;Osmancik
12502;431;172;92;84;12679;80;Osmancik
10296;415;172;77;89;10514;61;Osmancik
11299;429;174;84;87;11663;61;Osmancik
10231;404;159;82;85;10640;62;Osmancik
11097;436;182;78;90;11472;62;Osmancik
9127;381;160;72;89;9260;58;Osmancik
11014;413;165;86;85;11182;58;Osmancik
12709;446;180;90;86;12958;62;Osmancik
13154;451;179;94;85;13428;65;Osmancik
14104;467;189;95;86;14409;78;Osmancik
12906;449;180;92;85;13278;63;Osmancik
10533;411;168;80;87;10834;63;Osmancik
12416;441;175;91;85;12738;62;Osmancik
9802;412;176;71;91;9991;56;Osmancik
13003;478;197;85;90;13402;58;Osmancik
10148;408;168;77;88;10409;58;Osmancik
10085;404;168;77;88;10342;57;Osmancik
10462;415;169;80;87;10789;74;Osmancik
11459;435;175;85;87;11833;58;Osmancik
12408;437;179;88;86;12598;63;Osmancik
10949;420;176;79;89;11132;57;Osmancik
11241;417;169;85;86;11390;62;Osmancik
11937;427;172;88;85;12111;77;Osmancik
9994;406;173;74;90;10123;80;Osmancik
11203;424;176;82;88;11406;57;Osmancik
12311;446;182;86;87;12608;69;Osmancik
11999;440;176;88;86;12483;64;Osmancik
11029;415;176;80;89;11182;63;Osmancik
10527;403;163;83;85;10725;63;Osmancik
12271;443;179;87;87;12510;62;Osmancik
11623;424;167;90;84;11990;76;Osmancik
11549;432;170;88;85;11910;62;Osmancik
11872;429;180;84;88;12041;64;Osmancik
11717;430;174;86;87;11948;65;Osmancik
11543;428;175;85;87;11859;67;Osmancik
9598;397;172;72;90;9766;79;Osmancik
11770;429;177;85;87;11938;59;Osmancik
10481;413;174;77;89;10648;80;Osmancik
11318;427;175;83;87;11628;58;Osmancik
10871;416;171;82;87;11156;60;Osmancik
10453;411;175;76;89;10589;80;Osmancik
11087;432;177;80;89;11380;59;Osmancik
12593;432;171;93;83;12785;66;Osmancik
9878;406;169;74;89;10098;58;Osmancik
11734;430;181;82;89;11875;79;Osmancik
11835;431;180;84;88;12016;63;Osmancik
11699;434;178;85;87;12005;58;Osmancik
10921;425;175;80;88;11271;77;Osmancik
12544;437;175;91;85;12753;78;Osmancik
10662;415;172;79;88;10945;72;Osmancik
10984;416;171;82;87;11199;74;Osmancik
12573;461;192;84;89;12893;55;Osmancik
12318;442;189;83;89;12495;65;Osmancik
12563;457;183;88;87;12877;59;Osmancik
12024;432;172;89;85;12323;62;Osmancik
12062;432;175;88;86;12318;61;Osmancik
11889;428;173;88;86;12113;61;Osmancik
12076;443;181;85;88;12329;64;Osmancik
12746;446;182;89;87;12993;80;Osmancik
10858;412;166;84;86;11171;79;Osmancik
11723;427;175;85;87;11916;80;Osmancik
11302;418;172;84;87;11501;62;Osmancik
11176;418;171;83;87;11387;79;Osmancik
8992;377;158;73;88;9105;59;Osmancik
11123;426;181;79;89;11362;76;Osmancik
8709;383;164;67;91;8873;76;Osmancik
10458;396;161;83;85;10642;69;Osmancik
9854;397;169;74;89;9992;72;Osmancik
10863;411;168;83;86;11057;70;Osmancik
12148;440;184;84;88;12328;63;Osmancik
11014;411;167;85;86;11185;69;Osmancik
10617;425;180;76;90;10911;77;Osmancik
11548;433;176;84;87;11821;68;Osmancik
12431;437;178;89;86;12657;73;Osmancik
9577;403;174;70;91;9769;62;Osmancik
12315;444;183;86;88;12523;61;Osmancik
12361;443;178;89;86;12581;78;Osmancik
11865;426;170;89;85;12085;64;Osmancik
10889;409;165;84;85;11123;80;Osmancik
10359;409;173;76;89;10510;57;Osmancik
11748;433;178;85;87;12053;65;Osmancik
10901;410;174;79;88;11038;82;Osmancik
10566;405;164;82;86;10834;60;Osmancik
11857;433;177;86;87;12171;71;Osmancik
10620;404;164;83;86;10863;76;Osmancik
10622;408;166;81;87;10808;62;Osmancik
13133;450;179;94;85;13351;63;Osmancik
11034;414;169;84;86;11256;76;Osmancik
11051;421;166;85;85;11421;69;Osmancik
10627;411;172;79;88;10800;80;Osmancik
11540;427;174;85;87;11829;74;Osmancik
11494;433;171;86;86;11858;75;Osmancik
12253;437;177;89;86;12595;61;Osmancik
13089;458;182;92;86;13562;71;Osmancik
12267;438;175;90;85;12519;62;Osmancik
9646;390;162;76;88;9815;67;Osmancik
12115;449;187;83;89;12440;56;Osmancik
10189;454;180;73;91;11000;51;Osmancik
10628;418;171;80;88;10828;71;Osmancik
10962;418;171;82;87;11258;71;Osmancik
12620;458;193;84;90;12866;75;Osmancik
12164;443;185;84;89;12442;63;Osmancik
12763;454;185;89;87;13081;62;Osmancik
10509;405;166;81;87;10722;67;Osmancik
10570;419;181;74;91;10781;58;Osmancik
10264;410;169;78;88;10572;59;Osmancik
11502;423;167;88;85;11770;62;Osmancik
12387;449;185;86;88;12662;71;Osmancik
11339;423;171;85;86;11531;67;Osmancik
11063;418;171;83;87;11318;80;Osmancik
11365;421;179;81;89;11499;65;Osmancik
12042;433;178;86;87;12257;78;Osmancik
11532;422;168;88;85;11798;63;Osmancik
10723;431;182;76;90;11059;78;Osmancik
9593;396;162;75;88;9828;74;Osmancik
9936;398;161;80;86;10216;67;Osmancik
10201;403;166;78;87;10432;60;Osmancik
12054;439;184;84;89;12227;73;Osmancik
10474;420;176;76;90;10762;68;Osmancik
9733;396;163;76;88;9903;81;Osmancik
11016;421;173;82;87;11302;78;Osmancik
11279;426;168;86;85;11651;66;Osmancik
12289;451;189;83;89;12649;68;Osmancik
12899;456;184;90;87;13167;68;Osmancik
9962;404;170;74;89;10137;57;Osmancik
11559;427;173;87;86;11840;69;Osmancik
11023;416;163;88;83;11343;71;Osmancik
12135;432;180;86;87;12304;64;Osmancik
14498;496;200;93;88;15053;65;Osmancik
12451;461;191;84;89;12833;58;Osmancik
11104;420;164;87;84;11429;63;Osmancik
9592;385;157;78;86;9760;78;Osmancik
11288;429;173;84;87;11665;59;Osmancik
11769;427;171;88;85;12007;62;Osmancik
10798;412;169;81;87;11000;64;Osmancik
10241;411;167;79;88;10486;58;Osmancik
12465;451;190;84;89;12640;59;Osmancik
10749;412;168;82;87;11012;70;Osmancik
10826;414;168;82;87;11040;61;Osmancik
11518;428;175;84;87;11754;66;Osmancik
10588;410;169;80;88;10783;78;Osmancik
12489;444;175;92;84;12853;74;Osmancik
11386;431;176;83;88;11713;68;Osmancik
11907;448;188;82;89;12156;76;Osmancik
11411;429;175;83;87;11636;59;Osmancik
9371;401;170;70;91;9542;77;Osmancik
11264;423;172;84;87;11476;73;Osmancik
12495;454;186;86;88;12774;75;Osmancik
11024;414;165;85;85;11342;63;Osmancik
11512;427;172;85;86;11802;69;Osmancik
11708;423;173;85;86;11918;61;Osmancik
10015;402;160;81;86;10338;69;Osmancik
10820;424;178;78;89;11081;71;Osmancik
9802;396;166;75;89;9948;57;Osmancik
10470;419;177;75;90;10682;59;Osmancik
11553;433;183;80;89;11729;80;Osmancik
10731;414;170;81;87;10922;59;Osmancik
11352;422;171;85;86;11581;78;Osmancik
11454;424;175;84;87;11646;73;Osmancik
10634;409;167;81;87;10809;68;Osmancik
12422;444;183;86;88;12658;62;Osmancik
12190;441;178;87;87;12478;65;Osmancik
10534;409;167;80;87;10753;60;Osmancik
12224;438;177;88;86;12445;60;Osmancik
10382;405;168;78;88;10599;80;Osmancik
10763;416;171;80;88;10951;59;Osmancik
13362;460;186;92;86;13612;74;Osmancik
10875;418;166;85;85;11334;76;Osmancik
10657;407;168;80;87;10826;60;Osmancik
11568;429;174;85;87;11800;60;Osmancik
9483;390;157;78;86;9817;65;Osmancik
10312;398;163;80;86;10507;80;Osmancik
10355;402;159;83;85;10621;63;Osmancik
11592;436;178;83;88;11844;72;Osmancik
10384;416;176;75;90;10557;56;Osmancik
11752;428;172;89;85;12082;64;Osmancik
15062;492;198;99;86;15584;78;Osmancik
12700;452;185;88;87;12910;68;Osmancik
12324;465;198;80;91;12557;64;Osmancik
9638;398;168;73;89;9798;72;Osmancik
12734;447;180;91;86;13019;79;Osmancik
10576;417;175;77;89;10729;56;Osmancik
9858;388;155;81;84;10101;65;Osmancik
12672;450;184;88;87;12939;78;Osmancik
10559;411;160;86;84;10889;62;Osmancik
11062;410;165;86;85;11213;63;Osmancik
12423;436;180;88;87;12567;66;Osmancik
10469;423;177;76;90;10859;57;Osmancik
12220;425;170;91;84;12385;72;Osmancik
10974;413;170;83;87;11142;76;Osmancik
11940;423;168;91;84;12191;66;Osmancik
12659;445;179;90;86;12848;61;Osmancik
8990;389;157;73;88;9297;62;Osmancik
9577;404;166;74;89;9855;61;Osmancik
11226;416;166;87;85;11515;63;Osmancik
10496;407;167;80;87;10666;70;Osmancik
10821;425;178;78;89;11101;77;Osmancik
11898;422;166;91;83;12063;66;Osmancik
10871;414;165;85;85;11224;76;Osmancik
11732;428;172;86;86;11900;63;Osmancik
12051;423;168;92;83;12216;76;Osmancik
11976;444;188;81;90;12149;55;Osmancik
10855;417;167;84;86;11135;60;Osmancik
11212;413;169;84;86;11400;80;Osmancik
10221;405;168;78;88;10368;60;Osmancik
10580;409;173;78;89;10731;58;Osmancik
12712;453;192;84;89;12891;56;Osmancik
10015;402;159;81;85;10408;60;Osmancik
11606;432;185;80;90;11756;83;Osmancik
10770;405;158;87;83;11097;66;Osmancik
10773;414;159;88;83;11174;63;Osmancik
12249;438;181;86;87;12428;62;Osmancik
12356;427;173;91;84;12524;79;Osmancik
12911;446;187;88;88;13071;77;Osmancik
12074;436;178;87;87;12300;60;Osmancik
8652;374;151;74;87;8866;60;Osmancik
10591;410;169;80;88;10751;60;Osmancik
11782;436;183;82;89;11985;61;Osmancik
12627;453;191;84;89;12830;72;Osmancik
11945;414;162;94;81;12106;79;Osmancik
11506;433;183;80;90;11676;71;Osmancik
13057;445;177;94;84;13348;64;Osmancik
11415;424;172;85;86;11735;69;Osmancik
12067;423;168;92;83;12274;64;Osmancik
11506;433;183;80;89;11675;61;Osmancik
12483;428;170;94;83;12680;73;Osmancik
11714;412;161;93;81;11886;76;Osmancik
10119;403;168;77;88;10317;77;Osmancik
12175;431;178;87;87;12345;80;Osmancik
12487;437;174;92;84;12808;69;Osmancik
13619;467;193;90;88;13926;58;Osmancik
12184;434;181;85;88;12336;72;Osmancik
13481;447;182;94;85;13647;78;Osmancik
13267;465;193;88;88;13543;66;Osmancik
12378;454;195;81;90;12570;55;Osmancik
12942;441;175;95;83;13310;70;Osmancik
10919;428;182;77;90;11162;60;Osmancik
13635;455;189;92;87;13785;74;Osmancik
12676;437;178;91;85;12887;69;Osmancik
13079;436;174;95;83;13228;77;Osmancik
11779;440;191;78;91;11918;58;Osmancik
12583;434;171;94;83;12897;74;Osmancik
14608;483;201;93;88;14845;65;Osmancik
11108;403;164;86;84;11256;79;Osmancik
13932;462;187;95;86;14180;70;Osmancik
11772;436;181;83;88;11984;57;Osmancik
14960;482;199;96;87;15149;61;Osmancik
10956;422;178;79;89;11131;57;Osmancik
12818;439;179;91;85;13005;62;Osmancik
11091;416;171;82;87;11292;61;Osmancik
10246;406;163;81;86;10655;70;Osmancik
13710;467;193;90;88;13915;72;Osmancik
11051;424;180;78;90;11240;56;Osmancik
10690;404;165;83;86;10855;62;Osmancik
11337;433;184;78;90;11506;65;Osmancik
11088;430;184;77;90;11263;62;Osmancik
12735;440;175;94;84;13037;79;Osmancik
13607;461;190;91;87;13772;60;Osmancik
10193;409;174;75;90;10377;75;Osmancik
11883;440;187;82;89;12057;56;Osmancik
12154;448;186;83;89;12445;62;Osmancik
13629;470;202;86;90;13785;56;Osmancik
11848;432;178;86;87;12045;60;Osmancik
11923;439;183;83;88;12116;58;Osmancik
13264;447;175;98;82;13502;66;Osmancik
11116;409;166;86;85;11313;62;Osmancik
12200;447;191;81;90;12367;56;Osmancik
13617;465;189;92;87;13872;61;Osmancik
13270;459;188;90;87;13507;59;Osmancik
10559;424;179;76;90;10770;67;Osmancik
12005;440;180;85;88;12319;60;Osmancik
12128;441;184;84;88;12327;62;Osmancik
11923;435;174;88;85;12187;61;Osmancik
11942;424;168;91;83;12188;78;Osmancik
10877;424;175;80;89;11152;61;Osmancik
12676;431;172;94;83;12872;73;Osmancik
12124;431;173;89;85;12389;77;Osmancik
12299;437;175;91;85;12551;62;Osmancik
12799;443;175;94;84;13066;63;Osmancik
13414;459;191;90;88;13611;76;Osmancik
14771;471;193;98;86;14976;61;Osmancik
11146;425;179;79;89;11302;58;Osmancik
13149;463;189;89;88;13421;78;Osmancik
13880;479;203;87;90;14160;76;Osmancik
12432;446;183;87;87;12677;58;Osmancik
12962;456;185;90;87;13224;60;Osmancik
12826;452;181;91;86;13129;60;Osmancik
12281;437;179;88;87;12532;74;Osmancik
12622;458;189;86;88;13019;76;Osmancik
12060;451;187;82;89;12367;59;Osmancik
11140;429;179;80;89;11346;58;Osmancik
12421;464;200;79;91;12699;55;Osmancik
12900;442;181;91;86;13112;78;Osmancik
11307;437;181;80;89;11662;71;Osmancik
11290;427;180;80;89;11427;57;Osmancik
11415;426;173;85;87;11634;59;Osmancik
10767;428;181;75;90;11002;69;Osmancik
10516;423;175;77;89;10787;63;Osmancik
11568;429;178;83;88;11790;75;Osmancik
12503;449;184;88;87;12803;78;Osmancik
12496;449;181;89;86;12870;68;Osmancik
11842;441;187;80;90;12044;63;Osmancik
13130;463;184;91;86;13485;71;Osmancik
13355;466;193;88;88;13597;60;Osmancik
12653;441;176;93;84;12955;76;Osmancik
12518;460;188;86;88;12903;73;Osmancik
13704;472;191;92;87;14102;74;Osmancik
14561;487;202;92;89;14862;70;Osmancik
12729;458;184;88;87;13085;60;Osmancik
11215;421;179;79;89;11373;58;Osmancik
12822;459;190;87;88;13167;65;Osmancik
12770;451;191;86;89;12910;58;Osmancik
13316;445;179;95;84;13517;81;Osmancik
11169;431;188;75;91;11332;53;Osmancik
12071;441;178;87;87;12442;73;Osmancik
10250;407;165;79;87;10512;72;Osmancik
12730;454;186;87;88;12943;66;Osmancik
12768;450;188;86;88;12961;79;Osmancik
11182;429;181;79;89;11389;67;Osmancik
12390;454;195;81;90;12550;59;Osmancik
14753;495;203;93;88;15153;63;Osmancik
13742;484;195;91;88;14224;67;Osmancik
12981;451;183;91;86;13231;75;Osmancik
11255;442;189;76;91;11500;77;Osmancik
13331;461;193;88;88;13500;57;Osmancik
12914;464;182;91;86;13385;64;Osmancik
11470;428;177;82;88;11663;65;Osmancik
12671;448;181;90;86;12949;74;Osmancik
10879;427;179;78;89;11110;73;Osmancik
13308;464;196;87;89;13486;59;Osmancik
12448;438;174;92;84;12750;68;Osmancik
11963;432;177;86;87;12162;80;Osmancik
12357;447;186;85;88;12602;76;Osmancik
11049;412;169;83;87;11244;79;Osmancik
12310;438;177;89;86;12528;78;Osmancik
11381;434;174;85;87;11692;60;Osmancik
12193;433;170;92;83;12558;62;Osmancik
12259;440;177;89;86;12533;72;Osmancik
13058;451;181;92;86;13310;62;Osmancik
9929;395;164;77;88;10070;61;Osmancik
12343;443;177;90;86;12712;66;Osmancik
10847;417;170;82;87;11107;74;Osmancik
11012;428;176;80;88;11325;75;Osmancik
11077;427;181;78;90;11275;55;Osmancik
11893;441;182;84;88;12092;57;Osmancik
12330;433;173;91;85;12550;68;Osmancik
10824;416;170;81;87;11046;59;Osmancik
11119;419;174;82;88;11314;76;Osmancik
11161;420;169;85;86;11363;68;Osmancik
12237;438;178;88;86;12489;63;Osmancik
12103;446;181;86;87;12444;57;Osmancik
10891;406;159;87;83;11103;67;Osmancik
10413;427;183;72;91;10591;77;Osmancik
11221;418;168;85;86;11455;76;Osmancik
11084;435;180;79;89;11451;60;Osmancik
11883;438;178;86;87;12204;67;Osmancik
11593;435;182;81;89;11845;69;Osmancik
13241;458;184;93;86;13560;77;Osmancik
10759;401;158;87;83;10955;61;Osmancik
10690;411;169;81;87;10915;66;Osmancik
10192;404;171;76;89;10346;61;Osmancik
13140;467;192;89;88;13570;63;Osmancik
11295;430;179;81;89;11516;69;Osmancik
11004;412;171;82;87;11199;69;Osmancik
11287;419;170;85;86;11557;66;Osmancik
10919;428;179;77;90;11143;59;Osmancik
10309;396;161;81;86;10478;70;Osmancik
12043;441;175;88;86;12376;66;Osmancik
10712;417;174;79;89;10940;58;Osmancik
12345;448;180;88;87;12676;59;Osmancik
12263;438;175;90;85;12634;71;Osmancik
11036;435;186;76;91;11305;59;Osmancik
12590;447;180;89;86;12875;66;Osmancik
9273;406;173;68;91;9445;53;Osmancik
11717;439;182;82;89;11965;56;Osmancik
11359;422;171;85;86;11665;65;Osmancik
11136;417;170;84;86;11384;78;Osmancik
8679;380;158;70;89;8889;71;Osmancik
12777;462;183;90;86;13148;57;Osmancik
10669;403;164;83;86;10885;71;Osmancik
12981;449;177;94;84;13389;65;Osmancik
10534;409;163;83;86;10899;72;Osmancik
10842;415;169;82;87;11153;73;Osmancik
11274;422;174;82;87;11459;74;Osmancik
11472;420;174;83;87;11617;74;Osmancik
10847;417;168;82;87;11152;62;Osmancik
10982;411;164;86;85;11289;70;Osmancik
10736;417;178;76;90;10901;74;Osmancik
8850;381;159;71;89;9063;57;Osmancik
12959;473;206;80;92;13309;59;Osmancik
12150;435;175;89;85;12460;71;Osmancik
12583;451;180;90;86;12901;60;Osmancik
8968;390;166;69;90;9150;78;Osmancik
9759;391;159;79;86;9999;73;Osmancik
12536;460;195;82;90;12778;64;Osmancik
13093;470;197;85;90;13358;55;Osmancik
10663;403;163;83;85;10884;65;Osmancik
10972;425;178;78;89;11192;72;Osmancik
11302;418;167;86;85;11591;62;Osmancik
10443;404;165;81;86;10701;61;Osmancik
12582;446;180;89;86;12801;70;Osmancik
10611;414;171;79;88;10874;71;Osmancik
12142;443;177;88;86;12459;61;Osmancik
9669;388;151;83;83;10012;73;Osmancik
10534;423;176;77;89;10826;80;Osmancik
10595;403;163;83;85;10832;61;Osmancik
11500;442;178;84;88;12070;58;Osmancik
12776;457;184;89;87;13089;74;Osmancik
11483;437;185;79;90;11665;57;Osmancik
14186;484;201;91;89;14560;76;Osmancik
12008;433;184;83;89;12129;64;Osmancik
11073;431;182;77;90;11367;75;Osmancik
11249;423;167;86;85;11560;61;Osmancik
10727;408;163;84;85;11017;69;Osmancik
11957;441;186;81;89;12137;77;Osmancik
10828;410;166;84;86;11093;72;Osmancik
11303;426;171;85;86;11623;64;Osmancik
11594;437;178;84;88;11969;60;Osmancik
8501;371;153;71;88;8738;63;Osmancik
11858;437;185;82;89;12017;56;Osmancik
11191;426;177;81;88;11456;64;Osmancik
9249;390;162;73;89;9522;61;Osmancik
12022;431;176;87;86;12205;78;Osmancik
11270;422;173;83;87;11449;61;Osmancik
11752;422;171;88;85;11997;69;Osmancik
10398;405;162;82;86;10658;64;Osmancik
12958;445;178;93;85;13223;71;Osmancik
12225;444;190;82;90;12408;79;Osmancik
11443;421;173;84;87;11644;63;Osmancik
12287;451;190;83;89;12599;59;Osmancik
12511;448;183;87;88;12694;60;Osmancik
11891;430;175;87;86;12170;61;Osmancik
11001;415;173;82;88;11132;78;Osmancik
10940;421;179;78;90;11097;80;Osmancik
10211;392;163;80;87;10348;75;Osmancik
10044;410;168;77;88;10317;75;Osmancik
11026;425;179;79;89;11185;55;Osmancik
9050;379;152;77;86;9387;67;Osmancik
12096;438;179;86;87;12333;66;Osmancik
11710;429;178;84;88;11906;59;Osmancik
11309;427;176;83;88;11508;81;Osmancik
11881;424;171;89;85;12060;77;Osmancik
10286;418;175;75;90;10548;64;Osmancik
12567;453;192;83;90;12778;57;Osmancik
11139;419;172;83;87;11442;62;Osmancik
11153;426;178;80;89;11371;72;Osmancik
10767;425;182;76;90;11004;74;Osmancik
10965;433;179;78;89;11295;66;Osmancik
11900;442;184;83;89;12119;60;Osmancik
11890;430;174;87;86;12142;68;Osmancik
10427;398;161;83;85;10639;62;Osmancik
11867;431;178;85;87;12126;64;Osmancik
12489;442;176;91;85;12812;62;Osmancik
10795;411;168;82;87;11029;76;Osmancik
11422;425;176;82;88;11608;65;Osmancik
10574;398;157;86;83;10829;69;Osmancik
10910;413;165;85;85;11243;70;Osmancik
11874;435;177;86;87;12097;72;Osmancik
10525;409;170;79;88;10682;60;Osmancik
13549;464;189;91;87;13772;73;Osmancik
10781;414;169;82;87;11069;69;Osmancik
11070;413;168;84;86;11328;62;Osmancik
10662;408;162;84;85;10934;65;Osmancik
9517;389;163;74;88;9649;58;Osmancik
12192;442;179;87;87;12483;62;Osmancik
9679;390;154;81;84;10003;62;Osmancik
13586;467;191;91;87;13888;79;Osmancik
10696;409;166;82;86;10883;61;Osmancik
11030;417;172;82;87;11275;65;Osmancik
11433;421;168;87;85;11678;72;Osmancik
11391;434;186;78;90;11623;77;Osmancik
10574;411;170;79;88;10782;68;Osmancik
9885;385;157;81;85;10042;62;Osmancik
12328;444;183;86;88;12659;62;Osmancik
11435;424;175;84;87;11660;80;Osmancik
10395;403;169;78;88;10559;59;Osmancik
11011;414;170;83;87;11188;72;Osmancik
13576;477;190;91;87;14137;68;Osmancik
12529;437;174;92;84;12840;76;Osmancik
11734;432;177;86;87;11972;64;Osmancik
11861;438;177;86;87;12150;58;Osmancik
11564;428;171;86;86;11839;61;Osmancik
11972;433;177;86;87;12249;71;Osmancik
9630;396;163;75;88;9935;72;Osmancik
12354;453;192;82;90;12602;65;Osmancik
10297;426;180;73;91;10621;56;Osmancik
11268;429;171;85;86;11576;60;Osmancik
14101;464;186;97;85;14346;67;Osmancik
9330;391;161;74;88;9624;57;Osmancik
9424;387;154;79;85;9633;60;Osmancik
11768;433;179;83;88;11993;75;Osmancik
12600;441;182;88;87;12767;60;Osmancik
11960;440;182;84;88;12191;62;Osmancik
10128;403;166;78;88;10383;67;Osmancik
11780;444;190;78;91;11956;78;Osmancik
13819;478;195;91;88;14321;58;Osmancik
11584;431;170;87;85;11897;61;Osmancik
13024;469;193;87;89;13422;53;Osmancik
11969;442;177;87;86;12352;59;Osmancik
10367;412;173;76;89;10591;61;Osmancik
11816;453;191;79;90;12079;76;Osmancik
9920;398;162;79;87;10171;60;Osmancik
10101;405;168;77;88;10384;61;Osmancik
9722;373;145;87;80;9839;81;Osmancik
11114;413;170;84;86;11293;76;Osmancik
13720;477;201;87;90;13936;66;Osmancik
11997;429;170;90;84;12253;74;Osmancik
11626;433;178;84;88;11972;58;Osmancik
8546;388;172;63;93;8685;73;Osmancik
11307;427;176;82;88;11492;65;Osmancik
12664;442;178;91;86;12895;67;Osmancik
11332;428;173;84;87;11628;59;Osmancik
12103;456;189;82;89;12483;62;Osmancik
11960;436;183;83;89;12142;58;Osmancik
9487;394;165;73;89;9659;72;Osmancik
11099;421;168;86;86;11415;59;Osmancik
9842;395;159;80;86;10102;61;Osmancik
11614;418;168;88;85;11803;67;Osmancik
11074;421;173;82;87;11326;70;Osmancik
12341;451;183;86;88;12676;60;Osmancik
12570;450;178;91;86;12886;61;Osmancik
11539;423;172;86;86;11767;64;Osmancik
12000;440;181;84;88;12196;63;Osmancik
10810;415;169;82;87;11029;69;Osmancik
